"Alsace","Bas-Rhin","67","166","Gœrlingen","67320","67159","48.7967","7.08472","0"
"Alsace","Bas-Rhin","67","167","Gœrsdorf","67360","67160","48.9517","7.76833","0"
"Alsace","Bas-Rhin","67","168","Haegen","67700","67179","48.7128","7.34167","368"
"Alsace","Bas-Rhin","67","169","Haguenau","67500","67180","48.8214","7.79083","19786"
"Alsace","Bas-Rhin","67","170","Handschuheim","67117","67181","48.6022","7.5775","144"
"Alsace","Bas-Rhin","67","171","Hangenbieten","67980","67182","48.5586","7.61389","801"
"Alsace","Bas-Rhin","67","172","Harskirchen","67260","67183","48.9336","7.03944","455"
"Alsace","Bas-Rhin","67","173","Hatten","67690","67184","48.9014","7.98111","1080"
"Alsace","Bas-Rhin","67","174","Hattmatt","67330","67185","48.7928","7.42167","350"
"Alsace","Bas-Rhin","67","175","Hegeney","67360","67186","48.89","7.74056","191"
"Alsace","Bas-Rhin","67","176","Heidolsheim","67390","67187","48.2014","7.5175","223"
"Alsace","Bas-Rhin","67","177","Heiligenberg","67190","67188","48.5394","7.39056","332"
"Alsace","Bas-Rhin","67","178","Heiligenstein","67140","67189","48.4233","7.45194","511"
"Alsace","Bas-Rhin","67","179","Hengwiller","67440","67190","48.6681","7.33417","93"
"Alsace","Bas-Rhin","67","180","Herbitzheim","67260","67191","49.0144","7.085","1014"
"Alsace","Bas-Rhin","67","181","Herbsheim","67230","67192","48.3506","7.6325","413"
"Alsace","Bas-Rhin","67","182","Herrlisheim","67850","67194","48.7317","7.90722","2485"
"Alsace","Bas-Rhin","67","183","Hessenheim","67390","67195","48.2092","7.5525","282"
"Alsace","Bas-Rhin","67","184","Hilsenheim","67600","67196","48.2886","7.56556","1258"
"Alsace","Bas-Rhin","67","185","Hindisheim","67150","67197","48.4706","7.63917","713"
"Alsace","Bas-Rhin","67","186","Hinsbourg","67290","67198","48.9072","7.28889","56"
"Alsace","Bas-Rhin","67","187","Hinsingen","67260","67199","48.9525","6.99194","47"
"Alsace","Bas-Rhin","67","188","Hipsheim","67150","67200","48.4669","7.67667","392"
"Alsace","Bas-Rhin","67","189","Hirschland","67320","67201","48.8375","7.11222","191"
"Alsace","Bas-Rhin","67","190","Hochfelden","67270","67202","48.7578","7.57139","1771"
"Alsace","Bas-Rhin","67","191","Hochstett","67170","67203","48.7764","7.67833","168"
"Alsace","Bas-Rhin","67","192","Hoffen","67250","67206","48.93","7.9425","673"
"Alsace","Bas-Rhin","67","193","Hohatzenheim","67170","67207","48.7153","7.61611","97"
"Alsace","Bas-Rhin","67","194","Hohengœft","67310","67208","48.6608","7.47278","0"
"Alsace","Bas-Rhin","67","195","Hohfrankenheim","67270","67209","48.7289","7.57694","136"
"Alsace","Bas-Rhin","67","196","Holtzheim","67810","67212","48.5578","7.64417","1686"
"Alsace","Bas-Rhin","67","197","Hunspach","67250","67213","48.9522","7.94222","359"
"Alsace","Bas-Rhin","67","198","Hurtigheim","67117","67214","48.6161","7.59","269"
"Alsace","Bas-Rhin","67","199","Huttendorf","67270","67215","48.8011","7.63861","215"
"Alsace","Bas-Rhin","67","200","Huttenheim","67230","67216","48.3581","7.58139","1293"
"Alsace","Bas-Rhin","67","201","Hœnheim","67800","67204","48.6236","7.75528","0"
"Alsace","Bas-Rhin","67","202","Hœrdt","67720","67205","48.6969","7.78639","0"
"Alsace","Bas-Rhin","67","203","Ichtratzheim","67640","67217","48.4775","7.67972","158"
"Alsace","Bas-Rhin","67","204","Illkirch-Graffenstaden","67400","67218","48.5283","7.71917","15131"
"Alsace","Bas-Rhin","67","205","Ingenheim","67270","67220","48.7353","7.52","176"
"Alsace","Bas-Rhin","67","206","Ingolsheim","67250","67221","48.9731","7.93861","137"
"Alsace","Bas-Rhin","67","207","Ingwiller","67340","67222","48.8722","7.48194","2307"
"Alsace","Bas-Rhin","67","208","Innenheim","67880","67223","48.4958","7.57472","537"
"Alsace","Bas-Rhin","67","209","Issenhausen","67330","67225","48.8042","7.53806","54"
"Alsace","Bas-Rhin","67","210","Ittenheim","67117","67226","48.6042","7.59639","1032"
"Alsace","Bas-Rhin","67","211","Itterswiller","67140","67227","48.3644","7.43056","139"
"Alsace","Bas-Rhin","67","212","Jetterswiller","67440","67229","48.67","7.41722","98"
"Alsace","Bas-Rhin","67","213","Kaltenhouse","67240","67230","48.7908","7.83417","1010"
"Alsace","Bas-Rhin","67","214","Kauffenheim","67480","67231","48.8528","8.0275","115"
"Alsace","Bas-Rhin","67","215","Keffenach","67250","67232","48.9653","7.88278","110"
"Alsace","Bas-Rhin","67","216","Kertzfeld","67230","67233","48.3806","7.57","646"
"Alsace","Bas-Rhin","67","217","Keskastel","67260","67234","48.9703","7.04444","831"
"Alsace","Bas-Rhin","67","218","Kesseldorf","67930","67235","48.8761","8.06917","226"
"Alsace","Bas-Rhin","67","219","Kienheim","67270","67236","48.6886","7.57972","282"
"Alsace","Bas-Rhin","67","220","Kilstett","67840","67237","48.6758","7.85694","1193"
"Alsace","Bas-Rhin","67","221","Kindwiller","67350","67238","48.8622","7.59917","317"
"Alsace","Bas-Rhin","67","222","Kintzheim","67600","67239","48.2553","7.39556","835"
"Alsace","Bas-Rhin","67","223","Kirchheim","67520","67240","48.6092","7.4975","351"
"Alsace","Bas-Rhin","67","224","Kirrberg","67320","67241","48.8228","7.06472","105"
"Alsace","Bas-Rhin","67","225","Kirrwiller","67330","67242","48.8158","7.53028","291"
"Alsace","Bas-Rhin","67","226","Kleingœft","67440","67244","48.6908","7.44444","0"
"Alsace","Bas-Rhin","67","227","Knœrsheim","67310","67245","48.6806","7.46167","0"
"Alsace","Bas-Rhin","67","228","Kogenheim","67230","67246","48.3367","7.54417","570"
"Alsace","Bas-Rhin","67","229","Kolbsheim","67120","67247","48.5603","7.58806","425"
"Alsace","Bas-Rhin","67","230","Krautergersheim","67880","67248","48.4764","7.56639","843"
"Alsace","Bas-Rhin","67","231","Krautwiller","67170","67249","48.7383","7.68611","95"
"Alsace","Bas-Rhin","67","232","Kriegsheim","67170","67250","48.7572","7.72944","333"
"Alsace","Bas-Rhin","67","233","Kurtzenhouse","67240","67252","48.7403","7.80611","518"
"Alsace","Bas-Rhin","67","234","Kuttolsheim","67520","67253","48.6431","7.52556","337"
"Alsace","Bas-Rhin","67","235","Kutzenhausen","67250","67254","48.9339","7.85694","496"
"Alsace","Bas-Rhin","67","236","La Broque","67130","67066","48.4722","7.18306","1622"
"Alsace","Bas-Rhin","67","237","La Petite-Pierre","67290","67371","48.8569","7.32083","396"
"Alsace","Bas-Rhin","67","238","La Vancelle","67730","67505","48.2861","7.30222","203"
"Alsace","Bas-Rhin","67","239","La Walck","67350","67512","48.8508","7.61056","585"
"Alsace","Bas-Rhin","67","240","La Wantzenau","67610","67519","48.6617","7.82528","2911"
"Alsace","Bas-Rhin","67","241","Lalaye","67220","67255","48.3294","7.26472","270"
"Alsace","Bas-Rhin","67","242","Lampertheim","67450","67256","48.6508","7.70056","1556"
"Alsace","Bas-Rhin","67","243","Lampertsloch","67250","67257","48.9569","7.81778","358"
"Alsace","Bas-Rhin","67","244","Landersheim","67700","67258","48.6897","7.49389","93"
"Alsace","Bas-Rhin","67","245","Langensoultzbach","67360","67259","48.9683","7.73361","518"
"Alsace","Bas-Rhin","67","246","Laubach","67580","67260","48.8831","7.72","166"
"Alsace","Bas-Rhin","67","247","Lauterbourg","67630","67261","48.9733","8.18139","1326"
"Alsace","Bas-Rhin","67","248","Le Hohwald","67140","67210","48.4039","7.33083","288"
"Alsace","Bas-Rhin","67","249","Lembach","67510","67263","49.0039","7.78889","958"
"Alsace","Bas-Rhin","67","250","Leutenheim","67480","67264","48.8428","8.02028","459"
"Alsace","Bas-Rhin","67","251","Lichtenberg","67340","67265","48.9208","7.4825","306"
"Alsace","Bas-Rhin","67","252","Limersheim","67150","67266","48.4561","7.64528","336"
"Alsace","Bas-Rhin","67","253","Lingolsheim","67380","67267","48.5547","7.68139","9555"
"Alsace","Bas-Rhin","67","254","Lipsheim","67640","67268","48.49","7.6675","1355"
"Alsace","Bas-Rhin","67","255","Littenheim","67490","67269","48.7283","7.48861","146"
"Alsace","Bas-Rhin","67","256","Lixhausen","67270","67270","48.7947","7.55167","155"
"Alsace","Bas-Rhin","67","257","Lobsann","67250","67271","48.9639","7.84833","291"
"Alsace","Bas-Rhin","67","258","Lochwiller","67440","67272","48.6953","7.41722","186"
"Alsace","Bas-Rhin","67","259","Lohr","67290","67273","48.8586","7.24389","275"
"Alsace","Bas-Rhin","67","260","Lorentzen","67430","67274","48.9517","7.17639","127"
"Alsace","Bas-Rhin","67","261","Lupstein","67490","67275","48.7375","7.48611","404"
"Alsace","Bas-Rhin","67","262","Lutzelhouse","67130","67276","48.52","7.2875","963"
"Alsace","Bas-Rhin","67","263","Mackenheim","67390","67277","48.1836","7.56556","389"
"Alsace","Bas-Rhin","67","264","Mackwiller","67430","67278","48.9253","7.17611","338"
"Alsace","Bas-Rhin","67","265","Maennolsheim","67700","67279","48.7011","7.46306","103"
"Alsace","Bas-Rhin","67","266","Maisonsgoutte","67220","67280","48.3547","7.26444","454"
"Alsace","Bas-Rhin","67","267","Marckolsheim","67390","67281","48.1625","7.545","2221"
"Alsace","Bas-Rhin","67","268","Marlenheim","67520","67282","48.6203","7.49","1967"
"Alsace","Bas-Rhin","67","269","Marmoutier","67440","67283","48.6897","7.38333","1390"
"Alsace","Bas-Rhin","67","270","Matzenheim","67150","67285","48.3942","7.62472","721"
"Alsace","Bas-Rhin","67","271","Meistratzheim","67210","67286","48.4492","7.54833","727"
"Alsace","Bas-Rhin","67","272","Melsheim","67270","67287","48.7586","7.52167","291"
"Alsace","Bas-Rhin","67","273","Memmelshoffen","67250","67288","48.9606","7.86944","156"
"Alsace","Bas-Rhin","67","274","Menchhoffen","67340","67289","48.8592","7.49611","267"
"Alsace","Bas-Rhin","67","275","Merkwiller-Pechelbronn","67250","67290","48.9389","7.8275","506"
"Alsace","Bas-Rhin","67","276","Mertzwiller","67580","67291","48.8611","7.67972","1862"
"Alsace","Bas-Rhin","67","277","Mietesheim","67580","67292","48.8783","7.64139","321"
"Alsace","Bas-Rhin","67","278","Minversheim","67270","67293","48.7856","7.62278","296"
"Alsace","Bas-Rhin","67","279","Mittelbergheim","67140","67295","48.3958","7.44444","341"
"Alsace","Bas-Rhin","67","280","Mittelhausbergen","67206","67296","48.6147","7.69444","958"
"Alsace","Bas-Rhin","67","281","Mittelhausen","67170","67297","48.7081","7.63111","301"
"Alsace","Bas-Rhin","67","282","Mittelschaeffolsheim","67170","67298","48.6997","7.65389","218"
"Alsace","Bas-Rhin","67","283","Mollkirch","67190","67299","48.5067","7.38583","484"
"Alsace","Bas-Rhin","67","284","Molsheim","67120","67300","48.5419","7.49472","5135"
"Alsace","Bas-Rhin","67","285","Mommenheim","67670","67301","48.7575","7.64278","927"
"Alsace","Bas-Rhin","67","286","Monswiller","67700","67302","48.755","7.37833","1174"
"Alsace","Bas-Rhin","67","287","Morsbronn-les-Bains","67360","67303","48.9011","7.74278","309"
"Alsace","Bas-Rhin","67","288","Morschwiller","67350","67304","48.8197","7.62639","256"
"Alsace","Bas-Rhin","67","289","Mothern","67470","67305","48.9353","8.15361","1133"
"Alsace","Bas-Rhin","67","290","Muhlbach-sur-Bruche","67130","67306","48.515","7.29972","363"
"Alsace","Bas-Rhin","67","291","Mulhausen","67350","67307","48.8825","7.55278","236"
"Alsace","Bas-Rhin","67","292","Munchhausen","67470","67308","48.9192","8.14806","406"
"Alsace","Bas-Rhin","67","293","Mundolsheim","67450","67309","48.6403","7.71444","2610"
"Alsace","Bas-Rhin","67","294","Mussig","67600","67310","48.2281","7.52194","585"
"Alsace","Bas-Rhin","67","295","Muttersholtz","67600","67311","48.2675","7.53278","1019"
"Alsace","Bas-Rhin","67","296","Mutzenhouse","67270","67312","48.7414","7.58778","195"
"Alsace","Bas-Rhin","67","297","Mutzig","67190","67313","48.5372","7.45944","3178"
"Alsace","Bas-Rhin","67","298","Natzwiller","67130","67314","48.4378","7.25833","339"
"Alsace","Bas-Rhin","67","299","Neewiller-près-Lauterbourg","67630","67315","48.9531","8.12944","341"
"Alsace","Bas-Rhin","67","300","Neubois","67220","67317","48.3056","7.33833","335"
"Alsace","Bas-Rhin","67","301","Neugartheim-Ittlenheim","67370","67228","48.6536","7.54611","335"
"Alsace","Bas-Rhin","67","302","Neuhaeusel","67480","67319","48.8244","8.08639","182"
"Alsace","Bas-Rhin","67","303","Neuve-Église","67220","67320","48.3294","7.31472","331"
"Alsace","Bas-Rhin","67","304","Neuviller-la-Roche","67130","67321","48.44","7.24083","212"
"Alsace","Bas-Rhin","67","305","Neuwiller-lès-Saverne","67330","67322","48.825","7.40556","636"
"Alsace","Bas-Rhin","67","306","Niederbronn-les-Bains","67110","67324","48.9508","7.64667","2503"
